,tweet_text,adj,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
17348,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",patronizing,How can this statement be described?,patronizing,not patronizing,,,
17349,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
17350,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",sullen,How can this statement be described?,sullen,not sullen,,,
17351,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",stubborn,How can this statement be described?,stubborn,not stubborn,,,
17352,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",egotistical,How can this statement be described?,egotistical,not egotistical,,,
17353,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",rude,How can this statement be described?,rude,not rude,,,
17354,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",mean,How can this statement be described?,mean,not mean,,,
17355,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",secretive,How can this statement be described?,secretive,not secretive,,,
17356,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",bossy,How can this statement be described?,bossy,not bossy,,,
17357,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
17358,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
17359,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",lazy,How can this statement be described?,lazy,not lazy,,,
17360,"@user Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.

Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",selfish,How can this statement be described?,selfish,not selfish,,,
17361,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,creative,How can this statement be described?,creative,not creative,,,
17362,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,adventurous,How can this statement be described?,adventurous,not adventurous,,,
17363,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,generous,How can this statement be described?,generous,not generous,,,
17364,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,decisive,How can this statement be described?,decisive,not decisive,,,
17365,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
17366,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,affectionate,How can this statement be described?,affectionate,not affectionate,,,
17367,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,hardworking,How can this statement be described?,hardworking,not hardworking,,,
17368,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,observant,How can this statement be described?,observant,not observant,,,
17369,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,helpful,How can this statement be described?,helpful,not helpful,,,
17370,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,optimistic,How can this statement be described?,optimistic,not optimistic,,,
17371,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,honest,How can this statement be described?,honest,not honest,,,
17372,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,funny,How can this statement be described?,funny,not funny,,,
17373,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,amusing,How can this statement be described?,amusing,not amusing,,,
17374,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,calm,How can this statement be described?,calm,not calm,,,
17375,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,polite,How can this statement be described?,polite,not polite,,,
17376,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,charismatic,How can this statement be described?,charismatic,not charismatic,,,
17377,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,romantic,How can this statement be described?,romantic,not romantic,,,
17378,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,friendly,How can this statement be described?,friendly,not friendly,,,
17379,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,clever,How can this statement be described?,clever,not clever,,,
17380,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,compassionate,How can this statement be described?,compassionate,not compassionate,,,
17381,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,aggressive,How can this statement be described?,aggressive,not aggressive,,,
17382,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,cynical,How can this statement be described?,cynical,not cynical,,,
17383,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,grumpy,How can this statement be described?,grumpy,not grumpy,,,
17384,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,nervous,How can this statement be described?,nervous,not nervous,,,
17385,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,defensive,How can this statement be described?,defensive,not defensive,,,
17386,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,arrogant,How can this statement be described?,arrogant,not arrogant,,,
17387,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,impulsive,How can this statement be described?,impulsive,not impulsive,,,
17388,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,patronizing,How can this statement be described?,patronizing,not patronizing,,,
17389,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
17390,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,sullen,How can this statement be described?,sullen,not sullen,,,
17391,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,stubborn,How can this statement be described?,stubborn,not stubborn,,,
17392,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,egotistical,How can this statement be described?,egotistical,not egotistical,,,
17393,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,rude,How can this statement be described?,rude,not rude,,,
17394,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,mean,How can this statement be described?,mean,not mean,,,
17395,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,secretive,How can this statement be described?,secretive,not secretive,,,
17396,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,bossy,How can this statement be described?,bossy,not bossy,,,
17397,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
17398,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
17399,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,lazy,How can this statement be described?,lazy,not lazy,,,
17400,@user Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,selfish,How can this statement be described?,selfish,not selfish,,,
17401,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,creative,How can this statement be described?,creative,not creative,,,
17402,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,adventurous,How can this statement be described?,adventurous,not adventurous,,,
17403,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,generous,How can this statement be described?,generous,not generous,,,
17404,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,decisive,How can this statement be described?,decisive,not decisive,,,
17405,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
17406,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,affectionate,How can this statement be described?,affectionate,not affectionate,,,
17407,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,hardworking,How can this statement be described?,hardworking,not hardworking,,,
17408,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,observant,How can this statement be described?,observant,not observant,,,
17409,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,helpful,How can this statement be described?,helpful,not helpful,,,
17410,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,optimistic,How can this statement be described?,optimistic,not optimistic,,,
17411,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,honest,How can this statement be described?,honest,not honest,,,
17412,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,funny,How can this statement be described?,funny,not funny,,,
17413,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,amusing,How can this statement be described?,amusing,not amusing,,,
17414,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,calm,How can this statement be described?,calm,not calm,,,
17415,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,polite,How can this statement be described?,polite,not polite,,,
17416,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,charismatic,How can this statement be described?,charismatic,not charismatic,,,
17417,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,romantic,How can this statement be described?,romantic,not romantic,,,
17418,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,friendly,How can this statement be described?,friendly,not friendly,,,
17419,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,clever,How can this statement be described?,clever,not clever,,,
17420,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,compassionate,How can this statement be described?,compassionate,not compassionate,,,
17421,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,aggressive,How can this statement be described?,aggressive,not aggressive,,,
17422,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,cynical,How can this statement be described?,cynical,not cynical,,,
17423,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,grumpy,How can this statement be described?,grumpy,not grumpy,,,
17424,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,nervous,How can this statement be described?,nervous,not nervous,,,
17425,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,defensive,How can this statement be described?,defensive,not defensive,,,
17426,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,arrogant,How can this statement be described?,arrogant,not arrogant,,,
17427,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,impulsive,How can this statement be described?,impulsive,not impulsive,,,
17428,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,patronizing,How can this statement be described?,patronizing,not patronizing,,,
17429,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
17430,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,sullen,How can this statement be described?,sullen,not sullen,,,
17431,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,stubborn,How can this statement be described?,stubborn,not stubborn,,,
17432,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,egotistical,How can this statement be described?,egotistical,not egotistical,,,
17433,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,rude,How can this statement be described?,rude,not rude,,,
17434,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,mean,How can this statement be described?,mean,not mean,,,
17435,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,secretive,How can this statement be described?,secretive,not secretive,,,
17436,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,bossy,How can this statement be described?,bossy,not bossy,,,
17437,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
17438,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
17439,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,lazy,How can this statement be described?,lazy,not lazy,,,
17440,@user Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,selfish,How can this statement be described?,selfish,not selfish,,,
17441,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",creative,How can this statement be described?,creative,not creative,,,
17442,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",adventurous,How can this statement be described?,adventurous,not adventurous,,,
17443,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",generous,How can this statement be described?,generous,not generous,,,
17444,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",decisive,How can this statement be described?,decisive,not decisive,,,
17445,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
17446,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",affectionate,How can this statement be described?,affectionate,not affectionate,,,
17447,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",hardworking,How can this statement be described?,hardworking,not hardworking,,,
17448,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",observant,How can this statement be described?,observant,not observant,,,
17449,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",helpful,How can this statement be described?,helpful,not helpful,,,
17450,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",optimistic,How can this statement be described?,optimistic,not optimistic,,,
17451,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",honest,How can this statement be described?,honest,not honest,,,
17452,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",funny,How can this statement be described?,funny,not funny,,,
17453,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",amusing,How can this statement be described?,amusing,not amusing,,,
17454,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",calm,How can this statement be described?,calm,not calm,,,
17455,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",polite,How can this statement be described?,polite,not polite,,,
17456,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",charismatic,How can this statement be described?,charismatic,not charismatic,,,
17457,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",romantic,How can this statement be described?,romantic,not romantic,,,
17458,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",friendly,How can this statement be described?,friendly,not friendly,,,
17459,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",clever,How can this statement be described?,clever,not clever,,,
17460,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",compassionate,How can this statement be described?,compassionate,not compassionate,,,
17461,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",aggressive,How can this statement be described?,aggressive,not aggressive,,,
17462,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",cynical,How can this statement be described?,cynical,not cynical,,,
17463,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",grumpy,How can this statement be described?,grumpy,not grumpy,,,
17464,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",nervous,How can this statement be described?,nervous,not nervous,,,
17465,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",defensive,How can this statement be described?,defensive,not defensive,,,
17466,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",arrogant,How can this statement be described?,arrogant,not arrogant,,,
17467,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",impulsive,How can this statement be described?,impulsive,not impulsive,,,
17468,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",patronizing,How can this statement be described?,patronizing,not patronizing,,,
17469,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
17470,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",sullen,How can this statement be described?,sullen,not sullen,,,
17471,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",stubborn,How can this statement be described?,stubborn,not stubborn,,,
17472,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",egotistical,How can this statement be described?,egotistical,not egotistical,,,
17473,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",rude,How can this statement be described?,rude,not rude,,,
17474,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",mean,How can this statement be described?,mean,not mean,,,
17475,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",secretive,How can this statement be described?,secretive,not secretive,,,
17476,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",bossy,How can this statement be described?,bossy,not bossy,,,
17477,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
17478,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
17479,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",lazy,How can this statement be described?,lazy,not lazy,,,
17480,"@user @user For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",selfish,How can this statement be described?,selfish,not selfish,,,
17481,@user @user Cool,creative,How can this statement be described?,creative,not creative,,,
17482,@user @user Cool,adventurous,How can this statement be described?,adventurous,not adventurous,,,
17483,@user @user Cool,generous,How can this statement be described?,generous,not generous,,,
17484,@user @user Cool,decisive,How can this statement be described?,decisive,not decisive,,,
17485,@user @user Cool,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
17486,@user @user Cool,affectionate,How can this statement be described?,affectionate,not affectionate,,,
17487,@user @user Cool,hardworking,How can this statement be described?,hardworking,not hardworking,,,
17488,@user @user Cool,observant,How can this statement be described?,observant,not observant,,,
17489,@user @user Cool,helpful,How can this statement be described?,helpful,not helpful,,,
17490,@user @user Cool,optimistic,How can this statement be described?,optimistic,not optimistic,,,
17491,@user @user Cool,honest,How can this statement be described?,honest,not honest,,,
17492,@user @user Cool,funny,How can this statement be described?,funny,not funny,,,
17493,@user @user Cool,amusing,How can this statement be described?,amusing,not amusing,,,
17494,@user @user Cool,calm,How can this statement be described?,calm,not calm,,,
17495,@user @user Cool,polite,How can this statement be described?,polite,not polite,,,
17496,@user @user Cool,charismatic,How can this statement be described?,charismatic,not charismatic,,,
17497,@user @user Cool,romantic,How can this statement be described?,romantic,not romantic,,,
17498,@user @user Cool,friendly,How can this statement be described?,friendly,not friendly,,,
17499,@user @user Cool,clever,How can this statement be described?,clever,not clever,,,
17500,@user @user Cool,compassionate,How can this statement be described?,compassionate,not compassionate,,,
17501,@user @user Cool,aggressive,How can this statement be described?,aggressive,not aggressive,,,
17502,@user @user Cool,cynical,How can this statement be described?,cynical,not cynical,,,
17503,@user @user Cool,grumpy,How can this statement be described?,grumpy,not grumpy,,,
17504,@user @user Cool,nervous,How can this statement be described?,nervous,not nervous,,,
17505,@user @user Cool,defensive,How can this statement be described?,defensive,not defensive,,,
17506,@user @user Cool,arrogant,How can this statement be described?,arrogant,not arrogant,,,
17507,@user @user Cool,impulsive,How can this statement be described?,impulsive,not impulsive,,,
17508,@user @user Cool,patronizing,How can this statement be described?,patronizing,not patronizing,,,
17509,@user @user Cool,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
17510,@user @user Cool,sullen,How can this statement be described?,sullen,not sullen,,,
17511,@user @user Cool,stubborn,How can this statement be described?,stubborn,not stubborn,,,
17512,@user @user Cool,egotistical,How can this statement be described?,egotistical,not egotistical,,,
17513,@user @user Cool,rude,How can this statement be described?,rude,not rude,,,
17514,@user @user Cool,mean,How can this statement be described?,mean,not mean,,,
17515,@user @user Cool,secretive,How can this statement be described?,secretive,not secretive,,,
17516,@user @user Cool,bossy,How can this statement be described?,bossy,not bossy,,,
17517,@user @user Cool,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
17518,@user @user Cool,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
17519,@user @user Cool,lazy,How can this statement be described?,lazy,not lazy,,,
17520,@user @user Cool,selfish,How can this statement be described?,selfish,not selfish,,,
17521,Order a Tesla Powerwall battery for blackout protection! http,creative,How can this statement be described?,creative,not creative,,,
17522,Order a Tesla Powerwall battery for blackout protection! http,adventurous,How can this statement be described?,adventurous,not adventurous,,,
17523,Order a Tesla Powerwall battery for blackout protection! http,generous,How can this statement be described?,generous,not generous,,,
17524,Order a Tesla Powerwall battery for blackout protection! http,decisive,How can this statement be described?,decisive,not decisive,,,
17525,Order a Tesla Powerwall battery for blackout protection! http,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
17526,Order a Tesla Powerwall battery for blackout protection! http,affectionate,How can this statement be described?,affectionate,not affectionate,,,
17527,Order a Tesla Powerwall battery for blackout protection! http,hardworking,How can this statement be described?,hardworking,not hardworking,,,
17528,Order a Tesla Powerwall battery for blackout protection! http,observant,How can this statement be described?,observant,not observant,,,
17529,Order a Tesla Powerwall battery for blackout protection! http,helpful,How can this statement be described?,helpful,not helpful,,,
17530,Order a Tesla Powerwall battery for blackout protection! http,optimistic,How can this statement be described?,optimistic,not optimistic,,,
17531,Order a Tesla Powerwall battery for blackout protection! http,honest,How can this statement be described?,honest,not honest,,,
17532,Order a Tesla Powerwall battery for blackout protection! http,funny,How can this statement be described?,funny,not funny,,,
17533,Order a Tesla Powerwall battery for blackout protection! http,amusing,How can this statement be described?,amusing,not amusing,,,
17534,Order a Tesla Powerwall battery for blackout protection! http,calm,How can this statement be described?,calm,not calm,,,
17535,Order a Tesla Powerwall battery for blackout protection! http,polite,How can this statement be described?,polite,not polite,,,
17536,Order a Tesla Powerwall battery for blackout protection! http,charismatic,How can this statement be described?,charismatic,not charismatic,,,
17537,Order a Tesla Powerwall battery for blackout protection! http,romantic,How can this statement be described?,romantic,not romantic,,,
17538,Order a Tesla Powerwall battery for blackout protection! http,friendly,How can this statement be described?,friendly,not friendly,,,
17539,Order a Tesla Powerwall battery for blackout protection! http,clever,How can this statement be described?,clever,not clever,,,
17540,Order a Tesla Powerwall battery for blackout protection! http,compassionate,How can this statement be described?,compassionate,not compassionate,,,
17541,Order a Tesla Powerwall battery for blackout protection! http,aggressive,How can this statement be described?,aggressive,not aggressive,,,
17542,Order a Tesla Powerwall battery for blackout protection! http,cynical,How can this statement be described?,cynical,not cynical,,,
17543,Order a Tesla Powerwall battery for blackout protection! http,grumpy,How can this statement be described?,grumpy,not grumpy,,,
17544,Order a Tesla Powerwall battery for blackout protection! http,nervous,How can this statement be described?,nervous,not nervous,,,
17545,Order a Tesla Powerwall battery for blackout protection! http,defensive,How can this statement be described?,defensive,not defensive,,,
17546,Order a Tesla Powerwall battery for blackout protection! http,arrogant,How can this statement be described?,arrogant,not arrogant,,,
17547,Order a Tesla Powerwall battery for blackout protection! http,impulsive,How can this statement be described?,impulsive,not impulsive,,,
17548,Order a Tesla Powerwall battery for blackout protection! http,patronizing,How can this statement be described?,patronizing,not patronizing,,,
17549,Order a Tesla Powerwall battery for blackout protection! http,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
17550,Order a Tesla Powerwall battery for blackout protection! http,sullen,How can this statement be described?,sullen,not sullen,,,
17551,Order a Tesla Powerwall battery for blackout protection! http,stubborn,How can this statement be described?,stubborn,not stubborn,,,
17552,Order a Tesla Powerwall battery for blackout protection! http,egotistical,How can this statement be described?,egotistical,not egotistical,,,
17553,Order a Tesla Powerwall battery for blackout protection! http,rude,How can this statement be described?,rude,not rude,,,
17554,Order a Tesla Powerwall battery for blackout protection! http,mean,How can this statement be described?,mean,not mean,,,
17555,Order a Tesla Powerwall battery for blackout protection! http,secretive,How can this statement be described?,secretive,not secretive,,,
17556,Order a Tesla Powerwall battery for blackout protection! http,bossy,How can this statement be described?,bossy,not bossy,,,
17557,Order a Tesla Powerwall battery for blackout protection! http,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
17558,Order a Tesla Powerwall battery for blackout protection! http,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
17559,Order a Tesla Powerwall battery for blackout protection! http,lazy,How can this statement be described?,lazy,not lazy,,,
17560,Order a Tesla Powerwall battery for blackout protection! http,selfish,How can this statement be described?,selfish,not selfish,,,
17561,And 90% of my comments are bots 🤖 http,creative,How can this statement be described?,creative,not creative,,,
17562,And 90% of my comments are bots 🤖 http,adventurous,How can this statement be described?,adventurous,not adventurous,,,
17563,And 90% of my comments are bots 🤖 http,generous,How can this statement be described?,generous,not generous,,,
